"model_string","metric","score","effective_dimensions","training"
"edge_texture_taskonomy","WRSA",0.166035680530001,1.02089141441363,"Taskonomy"
"segment_unsup2d_taskonomy","WRSA",0.169582166271173,144.344482234225,"Taskonomy"
"jx_nest_tiny_random","WRSA",0.174921216613881,2.31096448669957,"Untrained"
"vanishing_point_taskonomy","WRSA",0.183634531154779,19.2984693066555,"Taskonomy"
"inpainting_taskonomy","WRSA",0.195174615231136,2.87306571090997,"Taskonomy"
"egomotion_taskonomy","WRSA",0.197485877204509,328.689716907748,"Taskonomy"
"point_matching_taskonomy","WRSA",0.215527704622801,204.523396138664,"Taskonomy"
"fixated_pose_taskonomy","WRSA",0.235927716849598,283.35639309493,"Taskonomy"
"nf_resnet50_random","WRSA",0.280178340781254,3.5916595090167,"Untrained"
"alexnet_gn_ipcl_vggface2","WRSA",0.289686661596372,22.306434125456,"VGGFace2"
"room_layout_taskonomy","WRSA",0.308685400103079,237.033119388946,"Taskonomy"
"segment_unsup25d_taskonomy","WRSA",0.313026993640113,176.307234260531,"Taskonomy"
"curvature_taskonomy","WRSA",0.320142659400121,4.76154600287257,"Taskonomy"
"segment_semantic_taskonomy","WRSA",0.32444837356152,280.205283718739,"Taskonomy"
"depth_zbuffer_taskonomy","WRSA",0.330888267235098,45.8279325436433,"Taskonomy"
"normal_taskonomy","WRSA",0.338698014974659,105.037395400915,"Taskonomy"
"edge_occlusion_taskonomy","WRSA",0.347592445873302,304.288195875953,"Taskonomy"
"reshading_taskonomy","WRSA",0.357853176909959,281.022484518711,"Taskonomy"
"depth_euclidean_taskonomy","WRSA",0.361066707222347,206.934856291327,"Taskonomy"
"keypoints3d_taskonomy","WRSA",0.361683115605629,293.698205941353,"Taskonomy"
"class_scene_taskonomy","WRSA",0.425503530784422,106.23223329823,"Taskonomy"
"class_object_taskonomy","WRSA",0.435715092750933,207.437629790787,"Taskonomy"
"alexnet_gn_ipcl_places256","WRSA",0.49458977131199,54.0414373256798,"Places256"
"alexnet_gn_ipcl_openimages","WRSA",0.516822703041956,50.6666260758357,"OpenImages"
"alexnet_gn_ipcl_imagenet","WRSA",0.561646501496023,52.645084759783,"ImageNet+"
"ResNet50-JigSaw-Goyal19_selfsupervised","WRSA",0.564793138640511,86.7180275450225,"ImageNet+"
"ResNet50-RotNet_selfsupervised","WRSA",0.572062263675848,3.24087664333879,"ImageNet+"
"ResNet50-JigSaw-P100_selfsupervised","WRSA",0.577186795648082,45.559998551885,"ImageNet+"
"vit_tiny_patch16_224_classification","WRSA",0.589880898576647,45.8969754799167,"ImageNet+"
