"model_string","display_name","metric","score","rank","training"
"nonfixated_pose_taskonomy","Camera Pose (Nonfixated)","WRSA",0.153339096670095,159,"Taskonomy"
"jigsaw_taskonomy","Jigsaw","WRSA",0.155103150115625,158,"Taskonomy"
"googlenet_random","GoogleNet","WRSA",0.160861661858028,157,"Untrained"
"edge_texture_taskonomy","Texture Edges","WRSA",0.166035680530001,156,"Taskonomy"
"segment_unsup2d_taskonomy","Unsupervised 2D Segmentation","WRSA",0.169582166271173,155,"Taskonomy"
"jx_nest_tiny_random","JX-NesT-Tiny","WRSA",0.174921216613881,154,"Untrained"
"vanishing_point_taskonomy","Vanishing Point","WRSA",0.183634531154779,153,"Taskonomy"
"inpainting_taskonomy","Inpainting","WRSA",0.195174615231136,152,"Taskonomy"
"egomotion_taskonomy","Egomotion","WRSA",0.197485877204509,151,"Taskonomy"
"point_matching_taskonomy","Point Matching","WRSA",0.215527704622801,150,"Taskonomy"
"fixated_pose_taskonomy","Camera Pose (Fixated)","WRSA",0.235927716849598,149,"Taskonomy"
"nf_resnet50_random","NF-ResNet50","WRSA",0.280178340781254,148,"Untrained"
"alexnet_gn_ipcl_vggface2","AlexNet-GN-IPCLVGGFace2","WRSA",0.289686661596372,147,"VGGFace2"
"room_layout_taskonomy","Room Layout","WRSA",0.308685400103079,146,"Taskonomy"
"segment_unsup25d_taskonomy","Unsupervised 2.5D Segmentation","WRSA",0.313026993640113,145,"Taskonomy"
"curvature_taskonomy","Curvatures","WRSA",0.320142659400121,144,"Taskonomy"
"segment_semantic_taskonomy","Semantic Segmentation","WRSA",0.32444837356152,143,"Taskonomy"
"depth_zbuffer_taskonomy","Z-Buffer Depth","WRSA",0.330888267235098,142,"Taskonomy"
"normal_taskonomy","Surface Normals","WRSA",0.338698014974659,141,"Taskonomy"
"edge_occlusion_taskonomy","Occlusion Edges","WRSA",0.347592445873302,140,"Taskonomy"
"reshading_taskonomy","Reshading","WRSA",0.357853176909959,139,"Taskonomy"
"depth_euclidean_taskonomy","Euclidean Depth","WRSA",0.361066707222347,138,"Taskonomy"
"keypoints3d_taskonomy","3D Keypoints","WRSA",0.361683115605629,137,"Taskonomy"
"class_scene_taskonomy","Scene Classification","WRSA",0.425503530784422,136,"Taskonomy"
"class_object_taskonomy","Object Classification","WRSA",0.435715092750933,135,"Taskonomy"
"alexnet_gn_ipcl_places256","AlexNet-GN-IPCLPlaces256","WRSA",0.49458977131199,134,"Places256"
"alexnet_gn_ipcl_openimages","AlexNet-GN-IPCLOpenImages","WRSA",0.516822703041956,133,"OpenImages"
"alexnet_gn_ipcl_imagenet","AlexNet-GN-IPCLImageNet","WRSA",0.561646501496023,132,"ImageNet+"
"ResNet50-JigSaw-Goyal19_selfsupervised","ResNet50-JigSaw-Goyal19","WRSA",0.564793138640511,131,"ImageNet+"
"ResNet50-RotNet_selfsupervised","ResNet50-RotNet","WRSA",0.572062263675848,130,"ImageNet+"
"ResNet50-JigSaw-P100_selfsupervised","ResNet50-JigSaw-P100","WRSA",0.577186795648082,129,"ImageNet+"
"vit_tiny_patch16_224_classification","ViT-T-P16","WRSA",0.589880898576647,128,"ImageNet+"
"ResNet50-MoCoV2-BS256_selfsupervised","ResNet50-MoCoV2-BS256","WRSA",0.610037999120178,127,"ImageNet+"
"MiDaS_monoculardepth","MiDaS","WRSA",0.618679797978706,126,"ImageNet+"
"DPT_Hybrid_monoculardepth","DPT-Hybrid","WRSA",0.620368535815224,125,"ImageNet+"
"squeezenet1_0_classification","SqueezeNet1.0","WRSA",0.622896447988761,124,"ImageNet+"
"keypoint_rcnn_R_50_FPN_3x_segmentation","Keypoint-RCNN-ResNet50-RCNN-FPN","WRSA",0.626937301298994,123,"ImageNet+"
"convit_tiny_classification","ConViT-T","WRSA",0.628494206512124,122,"ImageNet+"
"ResNet50-ClusterFit-16K-RotNet_selfsupervised","ResNet50-ClusterFit-16K-RotNet","WRSA",0.630281749582237,121,"ImageNet+"
"alexnet_classification","AlexNet","WRSA",0.63339324352131,120,"ImageNet+"
"pit_b_224_classification","PiT-B-224","WRSA",0.637994466852614,119,"ImageNet+"
"vit_small_patch32_224_classification","ViT-S-P32","WRSA",0.638369873254185,118,"ImageNet+"
"convit_base_classification","ConViT-B","WRSA",0.638883090175434,117,"ImageNet+"
"deit_base_patch16_224_classification","DeiT-B-P16-224","WRSA",0.639529915944539,116,"ImageNet+"
"ViT-L-CLIP-CC12M_slip","ViT-L-CLIP-CC12M","WRSA",0.640342373786992,115,"ImageNet+"
"mixer_b16_224_in21k_classification","Mixer-B16-IN22K","WRSA",0.640712485905546,114,"ImageNet+"
"vit_small_patch16_224_in21k_classification","ViT-S-P16-IN21K","WRSA",0.645145312348998,113,"ImageNet+"
"vit_small_patch16_224_classification","ViT-S-P16","WRSA",0.647296163299784,112,"ImageNet+"
"vit_large_patch16_224_classification","ViT-L-P16","WRSA",0.647621046112705,111,"ImageNet+"
"resnet18_classification","ResNet18","WRSA",0.648354719706305,110,"ImageNet+"
"vit_base_patch32_224_in21k_classification","ViT-B-P32-IN21K","WRSA",0.651845382071588,109,"ImageNet+"
"convnext_large_classification","ConvNext-L","WRSA",0.653516812059427,108,"ImageNet+"
"vit_small_patch32_224_in21k_classification","ViT-S-P32-IN21K","WRSA",0.653830885145711,107,"ImageNet+"
"crossvit_base_240_classification","CrossViT-B","WRSA",0.654918666442799,106,"ImageNet+"
"ViT-L-CLIP_slip","ViT-L-CLIP","WRSA",0.655002821281638,105,"ImageNet+"
"vit_base_patch16_224_classification","ViT-B-P16","WRSA",0.657162896785366,104,"ImageNet+"
"tnt_s_patch16_224_classification","TnT-P16-224","WRSA",0.657387521482707,103,"ImageNet+"
"shufflenet_v2_x1_0_classification","ShuffleNet-V2-x1.0","WRSA",0.660366000117106,102,"ImageNet+"
"vit_base_patch32_224_classification","ViT-B-P32","WRSA",0.660730880736759,101,"ImageNet+"
"visformer_small_classification","Visformer","WRSA",0.661018487752772,100,"ImageNet+"
"xception_classification","XCeption","WRSA",0.661419429960928,99,"ImageNet+"
"resnet152_classification","ResNet152","WRSA",0.662221249270844,98,"ImageNet+"
"pit_ti_224_classification","PiT-T-224","WRSA",0.662315711231154,97,"ImageNet+"
"mixer_b16_224_classification","MLP-Mixer-B16","WRSA",0.662343797298573,96,"ImageNet+"
"vit_large_patch16_224_in21k_classification","ViT-L-P16-IN21K","WRSA",0.663133304686734,95,"ImageNet+"
"resnet101_classification","ResNet101","WRSA",0.663434311447176,94,"ImageNet+"
"vit_base_r50_s16_224_in21k_classification","ViT-B-R50-S16-IN21K","WRSA",0.663970854542014,93,"ImageNet+"
"dla34_classification","DLA34","WRSA",0.665072185179771,92,"ImageNet+"
"retinanet_R_50_FPN_3x_detection","RetinaNet-ResNet50-RCNN-FPN","WRSA",0.66527166763575,91,"ImageNet+"
"skresnext50_32x4d_classification","SKResNext50-32x4D","WRSA",0.666463666026049,90,"ImageNet+"
"vgg16_classification","VGG16","WRSA",0.66760877801388,89,"ImageNet+"
"mixer_l16_224_classification","MLP-Mixer-L16","WRSA",0.667711534985612,88,"ImageNet+"
"jx_nest_tiny_classification","JX-NesT-Tiny","WRSA",0.667807231703633,87,"ImageNet+"
"densenet121_classification","DenseNet121","WRSA",0.667968763709029,86,"ImageNet+"
"ViT-B-CLIP_slip","ViT-B-CLIP","WRSA",0.668024171404883,85,"ImageNet+"
"regnety_064_classification","RegNetY-64","WRSA",0.669790650866851,84,"ImageNet+"
"ViT-S-CLIP_slip","ViT-S-CLIP","WRSA",0.670207078589246,83,"ImageNet+"
"googlenet_classification","GoogleNet","WRSA",0.670522442873106,82,"ImageNet+"
"mask_rcnn_R_50_FPN_3x_segmentation","Mask-RCNN-ResNet50-RCNN-FPN","WRSA",0.670917144850728,81,"ImageNet+"
"ResNet50-PIRL_selfsupervised","ResNet50-PIRL","WRSA",0.672243604079862,80,"ImageNet+"
"coat_lite_tiny_classification","CoaT-Lite-Tiny","WRSA",0.672618455680976,79,"ImageNet+"
"mnasnet1_0_classification","MNASNet1.0","WRSA",0.673052513612464,78,"ImageNet+"
"regnetx_064_classification","RegNetX-64","WRSA",0.673858365291194,77,"ImageNet+"
"inception_v3_classification","Inception-V3","WRSA",0.674591946293969,76,"ImageNet+"
"resmlp_12_224_classification","ResMLP-12","WRSA",0.67463722969758,75,"ImageNet+"
"seresnext50_32x4d_classification","SEResNext50-32x4D","WRSA",0.674712991800946,74,"ImageNet+"
"convmixer_768_32_classification","ConvMixer-768-32","WRSA",0.675434465808741,73,"ImageNet+"
"convnext_base_classification","ConvNext-B","WRSA",0.675561003734044,72,"ImageNet+"
"ghostnet_100_classification","GhostNet100","WRSA",0.675593260595292,71,"ImageNet+"
"faster_rcnn_R_50_FPN_3x_detection","ResNet50-RCNN-FPN","WRSA",0.675598511260687,70,"ImageNet+"
"mobilenet_v2_classification","MobileNet-V2","WRSA",0.675674271570439,69,"ImageNet+"
"mobilenetv3_large_100_classification","MobileNet-V3-Large","WRSA",0.676226726272867,68,"ImageNet+"
"cspresnet50_classification","CSP-ResNet50","WRSA",0.676782479703953,67,"ImageNet+"
"vit_base_patch16_224_in21k_classification","ViT-B-P16-IN21K","WRSA",0.677361806006053,66,"ImageNet+"
"swin_tiny_patch4_window7_224_classification","Swin-T-P4-W7","WRSA",0.67829146416013,65,"ImageNet+"
"swin_base_patch4_window7_224_classification","Swin-B-P4-W7","WRSA",0.678895864853623,64,"ImageNet+"
"ResNet50-BarlowTwins-BS2048_selfsupervised","ResNet50-BarlowTwins-BS2048","WRSA",0.679154468700829,63,"ImageNet+"
"semnasnet_100_classification","SemNASNet100","WRSA",0.679201737925084,62,"ImageNet+"
"mixer_l16_224_in21k_classification","Mixer-L16-IN22K","WRSA",0.680087558003426,61,"ImageNet+"
"resnet50_classification","ResNet50","WRSA",0.680405447068476,60,"ImageNet+"
"efficientnet_b3_classification","EfficientNet-B3","WRSA",0.681269729611084,59,"ImageNet+"
"nfnet_l0_classification","NF-Net-L0","WRSA",0.682639768390844,58,"ImageNet+"
"eca_nfnet_l0_classification","ECA-NFNeT-L0","WRSA",0.683437964436189,57,"ImageNet+"
"ResNet50-SwAV-BS4096-2x224+6x96_selfsupervised","ResNet50-SwAV-BS4096","WRSA",0.683680597954077,56,"ImageNet+"
"gmixer_24_224_classification","GMixer-24","WRSA",0.6837334720886,55,"ImageNet+"
"dino_vitb16_selfsupervised","Dino-VIT-B16","WRSA",0.684039464722449,54,"ImageNet+"
"xcit_nano_12_p16_224_classification","XCIT-N-12-P16","WRSA",0.68465777648567,53,"ImageNet+"
"hardcorenas_a_classification","HardCoreNAS-A","WRSA",0.685037030009574,52,"ImageNet+"
"poolformer_s36_classification","PoolFormer-S36","WRSA",0.685101452754617,51,"ImageNet+"
"swin_large_patch4_window7_224_classification","Swin-L-P4-W7","WRSA",0.685112966446932,50,"ImageNet+"
"resmlp_24_224_classification","ResMLP-24","WRSA",0.685586299821049,49,"ImageNet+"
"dino_resnet50_selfsupervised","Dino-ResNet50","WRSA",0.686916802693139,48,"ImageNet+"
"levit_128_classification","LeViT128","WRSA",0.687948373747472,47,"ImageNet+"
"ViT-S-SimCLR_slip","ViT-S-SimCLR","WRSA",0.688482039895487,46,"ImageNet+"
"ViT-S-SLIP_slip","ViT-S-SLIP","WRSA",0.688661419493063,45,"ImageNet+"
"hardcorenas_f_classification","HardCoreNAS-F","WRSA",0.689066024979016,44,"ImageNet+"
"RegNet-128Gf-SEER-INFT_seer","RegNet-128Gf-SEER-INFT","WRSA",0.689252316003368,43,"ImageNet+"
"ResNet50-DeepClusterV2-2x224+6x96_selfsupervised","ResNet50-DeepClusterV2","WRSA",0.68987910091454,42,"ImageNet+"
"BiT-Expert-ResNet-V2-Food_bit_expert","BiT-Expert-ResNet-V2-Food","WRSA",0.690048975400583,41,"ImageNet+"
"ViT-L-SimCLR_slip","ViT-L-SimCLR","WRSA",0.690094782212805,40,"ImageNet+"
"gmlp_s16_224_classification","GMLP-S16","WRSA",0.690224548991095,39,"ImageNet+"
"BiT-Expert-ResNet-V2-Vehicle_bit_expert","BiT-Expert-ResNet-V2-Vehicle","WRSA",0.690576645149307,38,"ImageNet+"
"BiT-Expert-ResNet-V2-Instrument_bit_expert","BiT-Expert-ResNet-V2-Instrument","WRSA",0.690903784261306,37,"ImageNet+"
"BiT-Expert-ResNet-V2-Flower_bit_expert","BiT-Expert-ResNet-V2-Flower","WRSA",0.691078116793662,36,"ImageNet+"
"BiT-Expert-ResNet-V2-Arthropod_bit_expert","BiT-Expert-ResNet-V2-Arthropod","WRSA",0.69108283658869,35,"ImageNet+"
"efficientnet_b1_classification","EfficientNet-B1","WRSA",0.691123208736203,34,"ImageNet+"
"ViT-B-SimCLR_slip","ViT-B-SimCLR","WRSA",0.69144925266006,33,"ImageNet+"
"nf_resnet50_classification","NF-ResNet50","WRSA",0.691458182434738,32,"ImageNet+"
"resmlp_36_224_classification","ResMLP-36","WRSA",0.691810130887914,31,"ImageNet+"
"BiT-Expert-ResNet-V2-Relation_bit_expert","BiT-Expert-ResNet-V2-Relation","WRSA",0.692788234002528,30,"ImageNet+"
"yolov5l_yolo","YOLO-V5-L","WRSA",0.693639162017745,29,"ImageNet+"
"yolov5m_yolo","YOLO-V5-M","WRSA",0.694824935691202,28,"ImageNet+"
"yolov5s_yolo","YOLO-V5-S","WRSA",0.69534739015991,27,"ImageNet+"
"BiT-Expert-ResNet-V2-Bird_bit_expert","BiT-Expert-ResNet-V2-Bird","WRSA",0.696079745511412,26,"ImageNet+"
"ViT-L-SLIP-CC12M_slip","ViT-L-SLIP-CC12M","WRSA",0.696148553354365,25,"ImageNet+"
"resmlp_big_24_224_classification","ResMLP-Big-24","WRSA",0.696506878161363,24,"ImageNet+"
"xcit_nano_12_p8_224_classification","XCIT-N-12-P8","WRSA",0.696689486717848,23,"ImageNet+"
"BiT-Expert-ResNet-V2-Animal_bit_expert","BiT-Expert-ResNet-V2-Animal","WRSA",0.697022896514738,22,"ImageNet+"
"RegNet-64Gf-SEER-INFT_seer","RegNet-64Gf-SEER-INFT","WRSA",0.697451246034098,21,"ImageNet+"
"RegNet-32Gf-SEER-INFT_seer","RegNet-32Gf-SEER-INFT","WRSA",0.697947767050315,20,"ImageNet+"
"BiT-Expert-ResNet-V2-Object_bit_expert","BiT-Expert-ResNet-V2-Object","WRSA",0.699150587800203,19,"ImageNet+"
"ResNet50-SimCLR_selfsupervised","ResNet50-SimCLR","WRSA",0.699473263615655,18,"ImageNet+"
"BiT-Expert-ResNet-V2-Mammal_bit_expert","BiT-Expert-ResNet-V2-Mammal","WRSA",0.699517243036545,17,"ImageNet+"
"swin_large_patch4_window7_224_in22k_classification","Swin-L-P4-W7-IN21K","WRSA",0.700238621225425,16,"ImageNet+"
"swin_base_patch4_window7_224_in22k_classification","Swin-B-P4-W7-IN21K","WRSA",0.70031979735078,15,"ImageNet+"
"BiT-Expert-ResNet-V2-Abstraction_bit_expert","BiT-Expert-ResNet-V2-Abstraction","WRSA",0.701331421163162,14,"ImageNet+"
"ViT-L-SLIP_slip","ViT-L-SLIP","WRSA",0.701492489172923,13,"ImageNet+"
"convnext_base_in22k_classification","ConvNext-Base-IN21K","WRSA",0.702359390195972,12,"ImageNet+"
"ViT-L/14_clip","CLiP-ViT-L/14","WRSA",0.703746286411152,11,"ImageNet+"
"RegNet-32Gf-SEER_seer","RegNet-32Gf-SEER","WRSA",0.704536060575759,10,"ImageNet+"
"resmlp_big_24_224_in22ft1k_classification","ResMLP-Big-24-IN21K","WRSA",0.704889655525824,9,"ImageNet+"
"convnext_large_in22k_classification","ConvNext-Large-IN21K","WRSA",0.705726131133814,8,"ImageNet+"
"ViT-B-SLIP_slip","ViT-B-SLIP","WRSA",0.70639757295833,7,"ImageNet+"
"ViT-B/16_clip","CLiP-ViT-B/32","WRSA",0.708478547506492,6,"ImageNet+"
"ViT-B/32_clip","CLiP-ViT-B/32","WRSA",0.709119710775104,5,"ImageNet+"
"RegNet-128Gf-SEER_seer","RegNet-128Gf-SEER","WRSA",0.710837143560364,4,"ImageNet+"
"RegNet-64Gf-SEER_seer","RegNet-64Gf-SEER","WRSA",0.711955047776726,3,"ImageNet+"
"RN101_clip","CLiP-ResNet101","WRSA",0.714726451660284,2,"ImageNet+"
"RN50_clip","ResNet50-CLIP","WRSA",0.717295340720887,1,"ImageNet+"
